LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Power Difference
0,6.700274944,886.5869604,46.56819153,886.5869604
0,6.554094791,827.313671,33.70289993,827.313671
0,6.699398041,886.2240912,40.19517899,886.2240912
0,7.355926991,1184.621443,38.99795914,1184.621443
0,7.047657013,1037.587262,39.30503082,1037.587262
0,7.063658237,1044.904653,43.50098038,1044.904653
0,6.547071934,824.5269776,45.45848083,824.5269776
0,6.800784111,928.7744927,47.87088013,928.7744927
0,7.227163792,1121.61777,39.8878212,1121.61777
0,6.855557919,952.2699272,39.58526993,952.2699272
0,8.590323448,1883.978376,39.34862137,1883.978376
0,7.157615185,1088.548847,38.8070488,1088.548847
0,8.295837402,1703.685899,41.72262955,1703.685899
0,8.375053406,1751.526771,44.9650116,1751.526771
0,8.770921707,1997.4907,40.77135086,1997.4907
0,5.420444965,446.4029345,47.34819031,446.4029345
0,6.927756786,983.7962732,47.86531067,983.7962732
0,6.940579891,989.4627483,45.60234833,989.4627483
0,6.575778008,835.9525832,44.23175812,835.9525832
0,5.602359772,498.9332091,51.18167114,498.9332091
0,6.51448679,811.6692368,49.29079056,811.6692368
0,7.52503109,1270.874877,45.8418808,1270.874877
0,6.284493923,724.2417389,41.21794128,724.2417389
0,6.178379059,685.8366154,58.09236145,685.8366154
0,5.279471874,407.7410175,49.10543823,407.7410175
0,5.709410191,531.3067218,61.35261154,531.3067218
0,5.895658016,590.3495957,61.93498993,590.3495957
0,6.117278099,664.2703393,63.35321045,664.2703393
0,5.119966984,366.0276243,67.2412262,366.0276243
0,6.086036205,653.3973461,69.75910187,653.3973461
0,5.806790829,561.7374134,72.06596375,561.7374134
0,5.821589947,566.4458104,76.4803009,566.4458104
0,5.136239052,370.1878351,78.27011108,370.1878351
0,5.403010845,441.5271055,79.54450226,441.5271055
0,6.15286684,676.783239,71.10932159,676.783239
0,5.827418804,568.3064281,69.65046692,568.3064281
0,6.340551853,745.0197015,62.77088165,745.0197015
0,6.49810791,805.2509854,62.2186203,805.2509854
0,6.497231007,804.908201,59.12168884,804.908201
0,7.441709995,1227.928189,54.88862991,1227.928189
0,7.241793156,1128.658239,59.81610107,1128.658239
0,7.762310982,1396.962711,58.4987793,1396.962711
0,6.896508217,970.0728452,65.93628693,970.0728452
0,7.413292885,1213.460888,64.12718201,1213.460888
0,6.994734764,1013.620344,68.99236298,1013.620344
0,6.171788216,683.4910879,64.37480927,683.4910879
0,7.472651958,1243.81974,64.10782623,1243.81974
0,7.022267818,1026.044522,65.2266922,1026.044522
0,8.374314308,1751.078039,65.83439636,1751.078039
0,7.586606026,1302.902557,66.03292084,1302.902557
0,7.447021008,1230.645543,61.54013824,1230.645543
0,6.966258049,1000.871434,64.90618896,1000.871434
0,7.724925995,1376.629419,64.41042328,1376.629419
0,7.617459774,1319.137824,68.24172211,1319.137824
0,7.39862299,1206.039642,71.06352234,1206.039642
0,7.692293167,1359.019586,72.47062683,1359.019586
0,6.897043228,970.3067944,67.85771942,970.3067944
0,7.388737202,1201.056612,64.08245087,1201.056612
0,8.220582008,1658.730911,70.1979599,1658.730911
0,8.529285431,1846.083385,68.14996338,1846.083385
0,7.667794228,1345.885532,68.8611908,1345.885532
0,7.556605816,1287.23549,71.72055817,1287.23549
0,7.140810013,1080.656622,70.82097626,1080.656622
0,7.036448956,1032.481501,78.33944702,1032.481501
0,7.618653774,1319.768579,74.93755341,1319.768579
0,6.857717991,953.2039088,77.28336334,953.2039088
0,6.600828171,845.9988956,74.32331848,845.9988956
0,7.167777061,1093.339594,75.1857605,1093.339594
0,6.400777817,767.7223213,76.72173309,767.7223213
0,7.113031864,1067.693812,74.63256836,1067.693812
0,6.059624195,644.2866231,71.69371033,644.2866231
0,6.41905117,774.6888111,70.43406677,774.6888111
0,6.382071018,760.6283755,69.53138733,760.6283755
0,5.802290916,560.3101748,73.83635712,560.3101748
0,6.960810184,998.444079,72.1650238,998.444079
0,6.319869995,737.3143823,72.19329071,737.3143823
0,6.461078167,790.850053,73.43054199,790.850053
0,6.704220772,888.2208765,73.99960327,888.2208765
0,6.411843777,771.9367186,75.38372803,771.9367186
0,6.41991806,775.0202102,72.54876709,775.0202102
0,5.804008007,560.8545419,75.54711151,560.8545419
0,5.49843502,468.5498184,71.55766296,468.5498184
0,5.071679115,353.8059873,76.8674469,353.8059873
0,4.449114799,211.3060004,78.3552475,211.3060004
0,4.340175152,188.9147366,83.45124054,188.9147366
0,4.52226305,226.7269636,85.7180481,226.7269636
0,3.839785099,99.29224417,85.30522156,99.29224417
0,4.619813919,247.8000976,85.34194946,247.8000976
0,4.1811409,157.3852716,76.69242096,157.3852716
0,4.206710815,162.3663259,84.81124115,162.3663259
0,3.991852999,126.4410856,81.0700531,126.4410856
0,2.882282972,0,72.75361633,0
0,2.308273077,0,81.60785675,0
0,2.361095905,0,111.5421982,0
0,2.063914061,0,120.5155029,0
0,2.544576883,0,121.1212997,0
0,2.547313929,0,125.2582016,0
0,2.864016056,0,122.6313019,0
0,3.715559959,79.86000314,127.3713989,79.86000314
0,3.60780406,65.00379195,128.7772064,65.00379195
0,2.877650023,0,121.5851974,0
0,2.490953922,0,137.9891968,0
0,3.779248953,89.51428094,143.6979065,89.51428094
0,3.474320889,49.17669286,149.4940033,49.17669286
0,3.875819921,105.3910803,130.0968933,105.3910803
0,3.158132076,23.06068672,140.565094,23.06068672
0,3.064233065,18.385529,158.5328979,18.385529
0,2.570329905,0,149.0641937,0
0,2.662580967,0,148.2658997,0
0,2.768019915,0,163.3097992,0
0,2.264162064,0,160.0016937,0
0,2.164356947,0,155.5923004,0
0,1.848634958,0,147.204895,0
0,1.302652955,0,144.0800018,0
0,1.657750964,0,135.6408997,0
0,1.830906034,0,115.5319977,0
0,2.424906969,0,137.3430023,0
0,1.407426953,0,135.7205048,0
0,1.419661045,0,110.7216034,0
0,2.291460037,0,160.2574005,0
0,3.140239954,22.0610581,161.2789001,22.0610581
0,4.008918762,124.6576647,147.1768951,124.6576647
0,3.796623945,92.26074306,144.0438995,92.26074306
0,3.14835,22.50781782,157.8905945,22.50781782
0,2.616970062,0,150.6018982,0
0,2.636298895,0,176.6383057,0
0,3.064409971,18.39301063,212.8338928,18.39301063
0,3.198503971,25.5044332,206.8043976,25.5044332
0,1.772997022,0,237.5569,0
0,2.570558071,0,255.3050995,0
0,2.886101007,0,252.9965973,0
0,1.95826304,0,278.8612061,0
0,0.916517317,0,337.4909973,0
0,0.359423012,0,195.2696991,0
0,0.523714185,0,96.9766922,0
0,1.630602956,0,70.9460907,0
0,2.147983074,0,87.5893631,0
0,2.902334929,0,74.39350891,0
0,2.439929962,0,95.12669373,0
0,1.432919979,0,118.5445023,0
0,1.357926011,0,140.0173035,0
0,1.543877959,0,138.7593994,0
0,1.881615043,0,158.658493,0
0,2.20945406,0,163.686203,0
0,2.359036922,0,169.212204,0
0,2.442393064,0,174.5366974,0
0,2.869776964,0,184.3063965,0
0,3.810376883,94.46891558,185.1461945,94.46891558
4.390997887,4.096646786,141.1543302,161.8722992,136.7633323
-0.269599408,2.636616945,0,149.6419983,0.269599408
0,2.829303026,0,157.0444031,0
0,3.691612005,76.39775743,160.2812958,76.39775743
0,3.833004951,98.16793838,185.2707977,98.16793838
13.64013958,4.180531025,157.2668669,199.2545013,143.6267273
262.8027954,5.000227928,336.0555964,191.2433014,73.25280095
304.9075012,5.197075844,385.9313252,187.9622955,81.02382399
548.1334229,6.02660799,633.0026375,187.4524994,84.86921465
747.8093262,6.615736008,852.0113607,187.384903,104.2020345
593.5028076,6.224112988,702.2404232,190.8246002,108.7376156
773.6442261,6.628953934,857.3633904,195.1253052,83.7191643
1142.384033,7.460888863,1237.761135,195.8215027,95.37710198
811.3214111,6.785480976,922.2743119,197.9134979,110.9529008
853.4119263,6.972999096,1003.880139,201.570694,150.4682128
1054.509033,7.238627911,1127.132429,197.4566956,72.62339593
1694.58606,8.038964272,1552.388304,195.5261993,-142.1977553
1201.56897,6.834468842,943.1809827,197.9452972,-258.3879871
997.3594971,6.576204777,836.1231451,202.8444061,-161.236352
1163.276001,6.982643127,1008.194467,201.5675964,-155.0815339
2067.144043,8.602573395,1891.613856,204.6177979,-175.5301873
1617.161011,7.571663857,1295.084495,211.2463074,-322.0765156
1778.948975,7.908737183,1478.175331,210.7736969,-300.7736439
2133.7229,8.690729141,1946.844401,208.513504,-186.878499
2750.625977,10.1298399,2870.22607,202.9557037,119.6000936
2660.141113,9.667714119,2567.571134,201.0527954,-92.56997921
2339.496094,9.104892731,2211.81899,201.758194,-127.6771041
2175.629883,8.949515343,2111.497719,202.8106995,-64.13216333
2613.375977,9.499038696,2469.357551,201.6004944,-144.0184256
2602.799072,9.438357353,2429.528046,201.0258026,-173.2710262
2456.895996,9.19630146,2271.229,200.5299072,-185.6669961
2152.070068,8.751609802,1985.26072,202.9412994,-166.8093488
1471.972046,7.307071209,1160.438821,208.7879944,-311.5332252
1297.355957,6.636927128,860.6014172,211.6692963,-436.7545399
1544.625977,7.402042866,1207.766837,203.5269928,-336.85914
1973.077026,8.430728912,1785.45313,198.1804962,-187.623896
1876.155029,8.197203636,1644.86783,197.7684021,-231.2871995
2111.325928,8.523535728,1842.526964,197.1273956,-268.7989637
2636.720947,9.728786469,2611.604753,198.873703,-25.11619417
2424.063965,9.30484581,2342.069904,202.2718964,-81.99406043
2234.0979,8.884821892,2070.021607,205.2698059,-164.0762934
2467.947021,9.179303169,2260.162348,200.7848969,-207.7846733
3099.246094,10.41011047,3021.837387,195.8871002,-77.40870687
3395.185059,10.97842026,3264.769553,195.9897003,-130.4155056
3601.068115,11.52194023,3427.194696,196.5151978,-173.8734194
3601.423096,11.70464039,3468.357848,197.6907043,-133.0652479
3602.636963,12.3526001,3566.435873,196.6466064,-36.20109022
735.859375,12.19797993,3549.434858,202.4118042,2813.575483
966.7770996,12.21065998,3550.974037,197.4669037,2584.196937
1274.192993,12.19845963,3549.493563,196.6125031,2275.30057
1331.803955,12.1217804,3539.630082,196.1728058,2207.826127
3603.394043,11.9162302,3508.318735,192.2745056,-95.07530782
3603.468994,12.22947979,3553.210301,192.2713013,-50.2586928
3603.320068,12.07847977,3533.629797,192.3161011,-69.69027089
2358.170898,12.63879967,3588.04724,197.6795959,1229.876342
0,11.88078022,3502.182033,203.6278992,3502.182033
2393.478027,12.51523018,3580.252767,199.8388977,1186.77474
193.2451935,13.33518982,3600,207.2655029,3406.754807
0,13.49009037,3600,207.655304,3600
0,12.15231991,3543.674519,205.2014008,3543.674519
0,12.94779015,3597.670552,202.5529022,3597.670552
0,13.11388969,3600,204.7093964,3600
0,12.81694984,3595.289066,206.5731964,3595.289066
0,12.71854973,3591.865785,202.9557037,3591.865785
0,12.54528999,3582.36113,202.4994965,3582.36113
0,12.87156963,3596.582318,201.3482056,3596.582318
0,12.80908012,3595.067178,200.912796,3595.067178
0,14.41798019,3600,204.1022949,3600
0,14.51161003,3600,200.9877014,3600
0,15.10974026,3600,201.7736969,3600
0,14.64653015,3600,202.2001038,3600
0,13.76926041,3600,203.1338959,3600
0,14.50986958,3600,205.7279968,3600
0,14.75465965,3600,206.6273041,3600
0,14.42113972,3600,205.197403,3600
0,14.39041042,3600,203.9694977,3600
0,14.29782963,3600,202.9429016,3600
0,14.43892956,3600,201.0115051,3600
0,14.25065994,3600,200.6912994,3600
0,14.86779976,3600,197.6725006,3600
0,15.28781033,3600,197.7398987,3600
0,15.98262024,3600,202.5005951,3600
0,15.38671017,3600,200.6096954,3600
0,14.73151016,3600,198.558197,3600
0,14.86573029,3600,201.7642059,3600
0,14.76840019,3600,202.2324066,3600
0,14.61505032,3600,202.9266968,3600
0,14.81783962,3600,203.5419006,3600
0,14.37674046,3600,197.5917053,3600
0,14.92226028,3600,197.9382935,3600
0,15.7012701,3600,196.6611023,3600
0,16.35250092,3600,199.9673004,3600
0,16.5515995,3600,199.9002075,3600
0,15.73733997,3600,196.6011963,3600
0,15.70388031,3600,195.9080048,3600
0,15.57343006,3600,198.3504028,3600
0,15.20740986,3600,198.076004,3600
0,14.99372005,3600,200.5552979,3600
0,14.33990955,3600,200.884903,3600
0,14.97805977,3600,201.6358032,3600
0,15.22004032,3600,197.4564056,3600
0,14.68422031,3600,197.472702,3600
0,14.28833008,3600,201.740097,3600
0,14.56064987,3600,205.0498047,3600
0,14.63941002,3600,207.8087006,3600
0,14.72455025,3600,209.1513977,3600
0,14.38152981,3600,204.5617981,3600
0,14.29469967,3600,205.9725952,3600
0,13.81634045,3600,203.7274933,3600
0,13.35731983,3600,203.0536041,3600
18.63600922,12.36425972,3567.563505,203.411499,3548.927495
3569.281982,12.87384987,3596.626956,198.5821991,27.34497371
3599.916992,13.49147987,3600,199.1398926,0.083007813
3601.12207,13.37096024,3600,196.9474945,-1.122070313
3589.821045,12.84239006,3595.945008,197.486496,6.123962999
3602.635986,13.49781036,3600,200.4994965,-2.635986328
3576.406006,12.50599957,3579.577728,198.4723053,3.171722394
3602.397949,13.28374004,3600,199.8616028,-2.397949219
3602.822021,14.11594963,3600,201.9163971,-2.822021484
3603.180908,14.68612957,3600,201.8706055,-3.180908203
3603.4021,14.57304001,3600,198.8742065,-3.402099609
3603.23291,14.07341957,3600,198.3267975,-3.232910156
3592.784912,12.95011997,3597.690744,199.5431976,4.905831587
3601.272949,13.32509995,3600,203.5422974,-1.272949219
3603.299072,13.10575962,3600,204.0444946,-3.299072266
3570.888916,12.77880001,3594.129535,206.3952942,23.24061907
3458.043945,12.13766956,3541.753594,205.9770966,83.70964912
3370.75,11.79759979,3486.907734,203.2714996,116.1577337
3374.166016,12.14138031,3542.243494,204.283493,168.0774787
3447.155029,12.04458046,3528.71276,204.6517944,81.55773097
3577.974121,12.58076,3584.672815,206.0720978,6.698693925
3561.218994,12.43120956,3573.626305,207.7525024,12.40731088
3530.797119,12.31301975,3562.44782,207.2962036,31.65070094
3386.288086,11.92658043,3510.068891,206.3276062,123.7808046
3016.217041,11.21467018,3343.084352,207.622406,326.8673113
2835.499023,10.63574982,3128.083318,209.1362,292.5842949
2918.831055,10.7528801,3178.030751,208.9882965,259.1996958
2852.823975,10.78201008,3189.921539,210.6681976,337.0975643
2795.666016,10.76632023,3183.542902,214.1759949,387.8768859
2892.680908,10.9633503,3259.348097,211.2480011,366.6671889
2712.25,10.44326973,3038.305875,211.4571075,326.0558754
2731.766113,10.31499958,2972.91029,207.5101929,241.1441764
3046.434082,10.85342026,3218.19648,204.7792969,171.7623979
2996.290039,10.71560001,3162.507148,204.7814026,166.2171085
2996.059082,10.75201988,3177.676437,204.0267029,181.6173552
2866.163086,10.4693203,3051.033592,203.7722015,184.870506
2432.169922,9.704909325,2594.542052,204.7187042,162.3721302
3014.375977,10.81188965,3201.902605,203.0511017,187.5266281
3313.690918,11.46415043,3412.834196,204.527298,99.14327788
3221.571045,11.38720989,3392.684053,206.2969971,171.1130076
3401.85498,11.67296028,3461.67242,202.7832947,59.81743906
3309.021973,11.29660034,3367.410521,202.3410034,58.3885481
3422.948975,11.68258953,3463.72424,201.1634064,40.77526582
3449.416992,11.65412045,3457.607817,199.9008026,8.190825029
3456.697021,11.66711998,3460.419515,198.4178925,3.722493539
3575.514893,11.97861958,3518.58614,196.6427002,-56.92875301
3218.073975,11.24368954,3351.862967,196.2572937,133.7889924
3472.541992,11.87454033,3501.078942,196.2852936,28.53694959
3601.845947,12.52649975,3581.059305,196.1210022,-20.78664247
3592.954102,12.8698101,3596.547362,195.0263062,3.593260936
3553.63208,13.04290009,3600,193.8838959,46.36791992
3463.230957,13.38829994,3600,193.953598,136.769043
3455.924072,13.62567997,3600,193.6703949,144.0759277
3414.837891,13.81931973,3600,195.3843994,185.1621094
3399.080078,14.08403969,3600,192.142395,200.9199219
3435.975098,14.10758018,3600,190.9942017,164.0249023
3515.217041,13.64091969,3600,192.392395,84.78295898
3511.4729,12.72906017,3592.298998,196.8992004,80.82609733
3410.819092,13.85383987,3600,193.2106934,189.1809082
3393.415039,14.33559036,3600,191.5476074,206.5849609
3384.553955,14.28040028,3600,192.4078979,215.4460449
3383.665039,14.02970982,3600,193.574295,216.3349609
3376.096924,14.00948048,3600,193.3386993,223.9030762
3342.493896,13.47552013,3600,194.3282928,257.5061035
3379.246094,13.58742046,3600,195.6468048,220.7539063
3439.553955,13.52974987,3600,197.1911926,160.4460449
3502.805908,13.72811985,3600,196.8896942,97.1940918
3511.466064,13.41839981,3600,198.4776001,88.53393555
3501.498047,13.69849014,3600,201.2434998,98.50195313
3506.155029,13.22169971,3600,199.9006042,93.8449707
3525.204102,13.55132008,3600,200.5457001,74.79589844
3537.735107,13.58689022,3600,201.3892975,62.26489258
3454.733887,13.94941044,3600,202.3121033,145.2661133
3417.082031,14.71070957,3600,203.1578064,182.9179688
3413.0979,15.1094799,3600,205.3394012,186.9020996
3417.3479,14.6164999,3600,206.017807,182.6520996
3425.706055,14.50306988,3600,207.1605072,174.2939453
3466.613037,14.56007957,3600,206.4432068,133.3869629
3424.865967,14.56532955,3600,207.9192963,175.1340332
3430.803955,13.89834976,3600,205.901001,169.1960449
3574.103027,12.61824989,3586.910167,203.6508026,12.80713933
3599.269043,13.62924957,3600,206.0187988,0.730957031
3588.791016,13.76931953,3600,205.5901947,11.20898438
3601.230957,13.14855957,3600,203.3224945,-1.230957031
3602.194092,13.17136955,3600,205.3412018,-2.194091797
3593.00708,13.42440033,3600,206.5144043,6.992919922
3538.520996,13.74007034,3600,204.618103,61.47900391
3427.48999,14.73404026,3600,202.7998962,172.5100098
3409.686035,15.05389977,3600,198.8659973,190.3139648
3367.155029,14.98104,3600,197.0839996,232.8449707
3382.581055,14.73960018,3600,199.9506989,217.4189453
3397.214111,14.06908989,3600,202.9857025,202.7858887
3494.368896,13.61635017,3600,204.8968964,105.6311035
3508.133057,13.33734989,3600,205.0668945,91.86694336
3604.131104,13.08213997,3600,206.1251068,-4.131103516
3603.601074,12.86320972,3596.412266,203.8240967,-7.188807746
3604.164063,13.03234959,3600,203.6190948,-4.1640625
3600.158936,12.64807987,3588.54009,204.1654053,-11.61884519
3600.469971,12.52616024,3581.035289,203.203598,-19.43468122
3598.520996,12.53477001,3581.638893,202.8661041,-16.88210346
3558.089111,12.6147604,3586.710815,204.9580994,28.62170351
3598.697021,12.95112991,3597.699256,203.027298,-0.997764993
3604.187012,13.30634975,3600,200.5382996,-4.187011719
3548.512939,12.86425972,3596.434177,206.2216949,47.92123763
3491.906006,12.3830204,3569.33306,206.3137054,77.4270545
3596.51001,13.15526009,3600,205.5653076,3.489990234
3589.301025,12.9461298,3597.65569,202.5534973,8.354664657
3602.760986,13.21969032,3600,200.4342041,-2.760986328
3413.165039,13.49596977,3600,197.5809937,186.8349609
3428.935059,14.08242989,3600,197.2528076,171.0649414
3524.471924,14.3676796,3600,196.2373047,75.52807617
3603.827881,13.52556992,3600,195.8802948,-3.827880859
3591.924072,12.80298996,3594.889298,193.8356018,2.965225409
1761.264038,13.62913036,3600,204.5281982,1838.735962
0,14.10371971,3600,208.4593964,3600
0,12.91790009,3597.342847,203.2008057,3597.342847
0,12.40231037,3571.095075,202.3683014,3571.095075
0,13.64675999,3600,209.2792969,3600
0,14.39078999,3600,211.1896973,3600
0,14.24055004,3600,208.327301,3600
1506.251953,13.51089001,3600,203.1954041,2093.748047
3603.441895,13.44118977,3600,202.8311005,-3.441894531
3603.391113,13.62489986,3600,204.9380951,-3.391113281
3542.093018,14.09761047,3600,203.6741028,57.90698242
3526.0271,14.10025978,3600,203.1240997,73.97290039
3585.52002,14.66860008,3600,202.4615936,14.47998047
3585.469971,14.8814497,3600,201.6450958,14.5300293
3585.39209,14.83463955,3600,201.3822021,14.60791016
3495.295898,14.86316967,3600,200.4228973,104.7041016
3327.884033,14.35478973,3600,199.6965942,272.1159668
2521.341064,14.0424099,3600,196.5549927,1078.658936
2475.822998,13.91952991,3600,193.7709045,1124.177002
3546.677979,14.25366974,3600,193.8621063,53.32202148
3580.519043,14.35002041,3600,199.8231049,19.48095703
3579.937988,13.92667961,3600,200.2808075,20.06201172
3581.022949,12.84854984,3596.089764,198.753006,15.06681482
3583.37207,13.90756989,3600,198.5012054,16.62792969
3585.60498,14.31029987,3600,199.8598938,14.39501953
3581.068115,13.56659985,3600,197.7154999,18.93188477
3566.506104,13.1863699,3600,199.0960999,33.49389648
3514.864014,13.58833981,3600,199.0511932,85.13598633
3492.210938,14.00133038,3600,200.3450012,107.7890625
3426.020996,12.76525021,3593.666719,200.1533966,167.6457225
3468.052979,12.88541031,3596.841766,195.4389038,128.7887879
3473.368896,14.07242966,3600,193.7469025,126.6311035
3572.974121,15.46033955,3600,198.5113068,27.02587891
3584.435059,14.51795006,3600,197.7767944,15.56494141
3524.440918,13.49697018,3600,195.0780029,75.55908203
3585.475098,14.77571011,3600,196.0789032,14.52490234
3569.196045,13.92199039,3600,200.8430939,30.80395508
3585.246094,15.78660965,3600,200.4499054,14.75390625
3585.241943,14.40598965,3600,197.6452942,14.75805664
3514.368896,12.64009953,3588.117045,194.4246979,73.74814873
3551.586914,12.84772968,3596.070806,189.9217072,44.48389205
3414.427979,12.06935978,3532.325996,187.3941956,117.8980178
3423.621094,11.82736969,3492.516452,182.780899,68.89535873
2668.833008,9.958984375,2766.334806,181.618103,97.5017982
2617.792969,9.809143066,2667.606898,179.2442017,49.81392914
2705.233887,10.18482018,2901.766467,179.4248962,196.5325798
3403.841064,12.3145504,3562.606661,181.8153076,158.7655963
3493.928955,12.81266975,3595.169502,178.6421051,101.2405468
3430.586914,12.10204029,3536.933472,177.4221039,106.3465576
3480.500977,13.14651966,3600,177.066803,119.4990234
3468.445068,13.26805973,3600,182.4617004,131.5549316
3518.238037,13.13418961,3600,182.4503021,81.76196289
3417.440918,12.16676044,3545.533294,178.4154968,128.0923757
3471.460938,12.44820023,3575.053998,182.1340027,103.5930608
3440.208984,12.13376045,3541.235041,185.0019989,101.026057
3353.368896,11.48114967,3417.126746,184.4281006,63.75784997
3508.603027,12.06614971,3531.863754,180.5621033,23.26072659
3541.655029,13.08347034,3600,183.6488037,58.3449707
3509.720947,14.01148033,3600,181.3421936,90.27905273
3461.644043,15.22358036,3600,182.0829926,138.355957
3460.75708,15.86859989,3600,184.0737,139.2429199
3461.112061,15.32783985,3600,183.7637024,138.8879395
3469.858887,14.93704987,3600,185.4306946,130.1411133
3537.74707,14.0352602,3600,184.5410004,62.25292969
3554.480957,12.99497986,3597.929087,181.1994934,43.44813035
3492.709961,14.28487968,3600,185.1067963,107.2900391
3461.099121,14.42768002,3600,185.9754028,138.9008789
3500.968018,13.36594963,3600,184.9743958,99.03198242
3460.385986,12.63290977,3587.727783,182.7870941,127.3417963
3436.289063,12.18865013,3548.285606,182.8609009,111.9965436
3481.375,12.78487015,3594.32819,183.3415985,112.9531896
3401.532959,12.33430004,3564.622803,184.7828064,163.0898443
3471.951904,13.53118992,3600,189.3311005,128.0480957
3469.031006,13.44736004,3600,189.9855042,130.9689941
3460.351074,13.78069973,3600,190.8094025,139.6489258
3501.729004,13.29351044,3600,196.6575012,98.27099609
3543.471924,13.98970985,3600,202.3211975,56.52807617
3494.316895,16.90376091,3600,198.0135956,105.6831055
3460.763916,18.36680031,3600,193.9228058,139.236084
3461.169922,18.73834038,3600,192.957901,138.8300781
3461.135986,18.8187294,3600,191.5368042,138.8640137
3461.023926,18.45815086,3600,188.8119965,138.9760742
3460.064941,19.58902931,3600,191.0410004,139.9350586
3460.604004,19.31736946,3600,187.9490967,139.3959961
3460.951904,18.6715107,3600,189.0617065,139.0480957
3460.87207,18.59921074,3600,192.286499,139.1279297
3461.153076,18.23888016,3600,191.5180969,138.8469238
3461.037109,18.25136948,3600,189.509903,138.9628906
3460.756104,18.01086044,3600,191.2268066,139.2438965
3460.854004,17.72001076,3600,187.5229034,139.1459961
3460.802002,18.50588989,3600,190.6665039,139.197998
3461.248047,18.8246994,3600,191.2740021,138.7519531
3461.806885,19.13537025,3600,195.9674988,138.1931152
3460.934082,20.40872955,3600,190.8966064,139.065918
3460.278076,20.31163979,3600,192.3265991,139.7219238
3460.965088,20.20355988,3600,194.5771942,139.0349121
3461.021973,21.73591995,3600,191.8141022,138.9780273
3460.61792,20.48015976,3600,193.3197021,139.3820801
3461.166016,21.15891075,3600,192.2980957,138.8339844
3461.0271,20.75132942,3600,189.1177979,138.9729004
3460.678955,20.79783058,3600,188.6470032,139.3210449
3460.8479,20.72380066,3600,192.0666046,139.1520996
3461.25708,20.38909912,3600,191.6221924,138.7429199
3461.136963,19.16670036,3600,185.5980988,138.8630371
3461.447021,19.58159065,3600,187.0581055,138.5529785
3461.136963,19.32695007,3600,189.4199982,138.8630371
3460.549072,18.36128998,3600,189.648407,139.4509277
3460.759033,18.44528961,3600,188.3903961,139.2409668
3460.946045,18.63882065,3600,187.4857025,139.0539551
3460.712891,18.59205055,3600,193.4710999,139.2871094
3461.035889,18.10296059,3600,192.0807037,138.9641113
3460.937012,19.71636963,3600,192.777298,139.0629883
3460.573975,18.09864044,3600,193.0565033,139.4260254
3460.995117,17.7852993,3600,185.8675995,139.0048828
3460.699951,17.30204964,3600,184.5988007,139.3000488
3461.324951,16.55956078,3600,188.2111053,138.6750488
3461.184082,15.91524982,3600,191.2841034,138.815918
3460.516113,17.53898048,3600,190.0326996,139.4838867
3460.662109,19.25925064,3600,190.1768951,139.3378906
3460.764893,20.12549973,3600,194.7126007,139.2351074
3460.906006,18.96092033,3600,194.9855042,139.0939941
3460.955078,19.94144058,3600,194.9609985,139.0449219
3460.802979,21.59947968,3600,194.1284943,139.1970215
3460.556885,21.0281601,3600,195.4515991,139.4431152
3460.262939,20.71459961,3600,198.6186981,139.7370605
3460.975098,20.8592701,3600,197.3795929,139.0249023
3461.387939,18.49521065,3600,195.2127075,138.6120605
3462.116943,17.14366913,3600,202.4983063,137.8830566
3570.533936,17.46666908,3600,209.3934021,29.46606445
3582.012939,17.32736969,3600,216.5289001,17.98706055
3585.079102,22.49731064,3600,220.2261047,14.92089844
3585.309082,17.76548958,3600,223.4718018,14.69091797
3580.762939,16.76392937,3600,231.9311981,19.23706055
3491.150879,13.6477499,3600,265.6297913,108.8491211
3585.212891,14.3977499,3600,274.2290039,14.78710938
3514.275879,12.27560997,3558.449587,271.3586121,44.17370842
3162.728027,11.96549988,3516.483036,277.4693909,353.7550088
3024.00708,11.08897972,3302.9615,286.7867126,278.9544195
3271.396973,11.96800995,3516.8877,286.6593933,245.4907278
2669.365967,10.18130016,2899.774098,286.7044067,230.4081315
2411.349121,9.890238762,2721.945219,309.4543152,310.596098
1444.996948,7.576316833,1297.515896,340.2770081,-147.4810519
1369.652954,7.432684898,1223.320311,342.9747009,-146.3326433
878.0701294,6.610293865,849.813573,355.145813,-28.25655643
727.4575195,5.903519154,592.9200765,356.1048889,-134.537443
689.4345703,5.988081932,620.9840969,353.5414124,-68.4504734
814.0864258,6.361656189,752.9302299,357.825592,-61.15619588
337.6994934,4.777937889,283.2617872,339.3103027,-54.43770623
199.2677002,4.053524017,133.0014341,319.8710022,-66.26626611
847.8499146,6.203259945,694.7330677,307.8770142,-153.1168469
2801.858887,10.77999973,3189.107613,300.7345886,387.2487262
3041.189941,11.83753967,3494.396056,299.3840942,453.2061141
3564.124023,13.87798977,3600,300.0784912,35.87597656
3541.910889,13.67490959,3600,301.7744141,58.08911133
3368.164063,13.48639965,3600,304.1836853,231.8359375
3319.373047,13.90223026,3600,308.7702942,280.6269531
2764.283936,12.36859035,3567.976885,313.0103149,803.6929498
2827.25,11.72838974,3473.24762,315.8530884,645.9976201
2767.768066,11.27873039,3362.225325,320.6523132,594.4572588
2563.136963,10.30082035,2965.398206,327.7862854,402.2612426
2306.864014,9.521512985,2456.841652,325.6888123,149.9776383
